timestamp,rpm,flow,pressure,power
2026-05-16 17:50:33,901.73,29.66,3.14,87.78
2026-05-16 17:50:35,562.44,27.06,5.04,62.01
2026-05-16 17:50:37,703.3,34.47,1.97,327.93
2026-05-16 17:50:39,608.53,39.52,2.12,257.92
2026-05-16 17:50:41,463.29,37.54,2.9,73.39
2026-05-16 17:50:43,761.02,44.76,1.88,260.02
2026-05-16 17:50:45,547.42,33.76,3.95,215.1
2026-05-16 17:50:47,606.42,33.41,5.62,173.94
2026-05-16 17:50:49,897.56,22.94,3.05,268.31
2026-05-16 17:50:51,794.35,20.81,5.25,301.77
2026-05-16 17:50:53,871.52,41.09,2.88,349.93
2026-05-16 17:50:55,518.39,26.56,3.29,240.85
2026-05-16 17:50:57,738.7,34.08,4.05,231.14
2026-05-16 17:50:59,682.77,19.38,2.0,297.76
2026-05-16 17:51:01,477.87,15.38,4.8,195.52
2026-05-16 17:51:03,742.11,33.49,3.78,184.86
2026-05-16 17:51:05,663.65,22.88,4.47,146.96
2026-05-16 17:51:07,500.2,19.52,4.18,55.4
2026-05-16 17:51:10,569.04,27.51,2.12,133.73
2026-05-16 17:51:12,913.72,37.17,3.95,307.85
2026-05-16 17:51:14,679.26,30.93,5.72,254.14
2026-05-16 17:51:16,690.5,20.69,2.36,212.07
2026-05-16 17:51:18,795.24,34.24,2.28,87.93
2026-05-16 17:51:20,800.03,31.13,4.14,91.06
2026-05-16 17:51:23,761.5,23.69,4.7,63.87
2026-05-16 17:51:25,436.36,20.26,3.21,302.95
2026-05-16 17:51:28,666.33,20.34,5.61,142.73
2026-05-16 17:51:30,489.76,17.0,5.91,255.34
2026-05-16 17:51:32,405.75,24.51,3.49,187.59
2026-05-16 17:51:34,864.52,41.75,5.78,158.13
2026-05-16 17:51:36,879.59,40.52,4.48,120.66
2026-05-16 17:51:38,455.31,42.95,3.86,146.57
2026-05-16 17:51:40,545.67,28.4,2.02,148.19
2026-05-16 17:51:42,789.63,30.54,2.45,206.21
2026-05-16 17:51:45,756.16,20.6,2.1,270.55
2026-05-16 17:51:47,443.04,23.75,5.27,138.36
2026-05-16 17:51:50,842.11,15.32,4.0,292.43
2026-05-16 17:51:52,776.54,23.61,2.49,140.86
2026-05-16 17:51:54,622.51,15.87,3.82,259.73
2026-05-16 17:51:56,430.86,44.86,5.21,138.92
2026-05-16 17:52:00,450.61,28.45,3.73,164.31
2026-05-16 17:52:02,548.34,27.98,3.88,203.87
2026-05-16 17:52:04,523.46,41.86,3.87,256.46
2026-05-16 17:52:06,431.75,31.03,4.23,251.89
2026-05-16 17:52:08,653.76,38.88,2.95,318.54
2026-05-16 17:52:10,607.53,40.18,4.87,258.86
2026-05-16 17:52:13,743.6,39.0,5.58,326.15
2026-05-16 17:52:15,469.59,27.68,5.28,98.06
2026-05-16 17:52:18,447.72,17.1,2.71,57.5
2026-05-16 17:52:20,601.85,42.19,5.13,174.66
2026-05-16 17:52:22,777.81,19.38,3.99,337.33
2026-05-16 17:52:24,645.14,40.71,2.62,58.73
2026-05-16 17:52:27,553.93,17.7,3.66,297.33
2026-05-16 17:52:29,948.44,21.11,2.6,267.22
2026-05-16 17:52:31,726.35,33.46,4.33,181.73
2026-05-16 17:52:33,944.92,34.8,3.66,105.13
2026-05-16 17:52:35,873.88,19.26,1.84,103.18
2026-05-16 17:52:37,682.81,30.17,3.59,105.77
2026-05-16 17:52:39,716.08,23.7,1.6,72.16
2026-05-16 17:52:41,768.23,29.67,4.84,329.33
2026-05-16 17:52:43,754.89,15.28,3.3,204.85
2026-05-16 17:52:45,711.02,26.69,1.51,336.81
2026-05-16 17:52:47,648.58,36.76,2.58,96.92
2026-05-16 17:52:49,827.54,38.3,1.77,310.03
2026-05-16 17:52:51,656.42,29.05,2.57,124.38
2026-05-16 17:52:53,659.87,16.2,5.32,220.81
2026-05-16 17:52:55,741.76,36.24,4.18,91.92
2026-05-16 17:52:57,525.07,37.55,4.73,306.79
2026-05-16 17:52:59,567.55,34.72,5.64,220.23
2026-05-16 17:53:01,851.24,44.76,4.51,158.84
2026-05-16 17:53:04,411.43,38.58,2.43,176.15
2026-05-16 17:53:06,819.07,31.56,5.98,209.65
2026-05-16 17:53:08,619.6,42.39,3.3,123.25
2026-05-16 17:53:10,503.02,38.18,2.98,63.43
2026-05-16 17:53:12,552.15,39.7,5.52,154.73
2026-05-16 17:53:14,805.0,21.22,4.78,129.75
2026-05-16 17:53:16,609.56,32.49,2.67,278.72
2026-05-16 17:53:18,895.86,36.13,3.53,289.58
2026-05-16 17:53:20,432.98,26.32,2.95,73.63
2026-05-16 17:53:22,865.07,40.74,2.23,108.07
2026-05-16 17:53:24,551.06,19.77,2.6,95.79
2026-05-16 17:53:26,766.94,27.39,3.6,200.38
2026-05-16 17:53:28,597.59,18.41,4.65,282.9
2026-05-16 17:53:30,439.69,41.87,2.9,299.08
2026-05-16 17:53:32,588.64,32.58,4.38,237.53
2026-05-16 17:53:34,601.09,39.89,3.65,328.26
2026-05-16 17:53:36,657.76,32.49,4.21,188.6
2026-05-16 17:53:38,661.69,39.28,2.9,79.58
2026-05-16 17:53:40,497.28,29.07,2.37,286.7
2026-05-16 17:53:42,402.03,18.54,5.95,147.97
2026-05-16 17:53:44,722.32,36.18,5.96,242.57
2026-05-16 17:53:46,440.31,29.28,4.2,181.32
2026-05-16 17:53:48,732.02,16.22,5.59,281.91
2026-05-16 17:53:50,404.56,20.84,4.3,172.12
2026-05-16 17:53:52,442.29,26.41,5.51,186.03
2026-05-16 17:53:54,932.61,29.58,2.73,275.57
2026-05-16 17:53:56,906.68,29.96,3.29,328.36
2026-05-16 17:53:58,406.57,33.41,5.6,240.5
2026-05-16 17:54:00,708.51,25.79,4.5,332.1
2026-05-16 17:54:02,775.83,27.74,4.48,314.54
2026-05-16 17:54:04,464.07,19.2,4.04,53.69
2026-05-16 17:54:06,923.88,42.9,1.88,210.8
2026-05-16 17:54:09,876.28,21.16,3.13,212.58
2026-05-16 17:54:11,793.93,22.79,5.28,346.03
2026-05-16 17:54:13,613.51,20.92,4.09,141.49
2026-05-16 17:54:15,931.02,43.32,5.11,157.87
2026-05-16 17:54:17,606.37,36.69,2.73,298.96
2026-05-16 17:54:19,644.47,24.37,5.84,283.28
2026-05-16 17:54:21,658.65,18.37,5.02,220.01
2026-05-16 17:54:23,631.05,26.58,3.76,315.32
2026-05-16 17:54:25,794.19,38.74,3.41,173.43
2026-05-16 17:54:27,435.1,17.74,2.82,66.61
2026-05-16 17:54:29,420.16,32.29,4.9,294.13
2026-05-16 17:54:31,767.75,33.46,2.96,182.91
2026-05-16 17:54:33,834.28,38.18,5.05,77.27
2026-05-16 17:54:35,837.67,40.89,4.97,239.26
2026-05-16 17:54:37,938.22,22.34,1.96,96.7
2026-05-16 17:54:39,461.78,42.49,3.91,236.78
2026-05-16 17:54:41,525.61,30.46,2.31,132.56
2026-05-16 17:54:43,808.24,43.2,4.69,90.65
2026-05-16 17:54:45,453.21,34.78,2.76,173.93
2026-05-16 17:54:48,515.15,19.37,5.61,72.01
2026-05-16 17:54:51,674.65,18.37,1.81,239.07
2026-05-16 17:54:53,427.43,42.36,3.6,142.07
2026-05-16 17:54:55,874.85,44.55,4.94,235.21
2026-05-16 17:54:57,830.34,16.28,4.53,168.47
2026-05-16 17:54:59,831.48,21.54,3.91,84.21
2026-05-16 17:55:01,890.44,15.56,5.96,324.67
2026-05-16 17:55:04,748.72,15.08,3.92,327.6
2026-05-16 17:55:06,713.86,20.44,4.8,331.32
2026-05-16 17:55:08,783.29,15.64,5.29,130.24
2026-05-16 17:55:10,617.43,19.75,4.92,272.21
2026-05-16 17:55:12,735.94,16.99,4.29,103.3
2026-05-16 17:55:14,433.01,42.28,2.22,312.17
2026-05-16 17:55:16,554.3,31.84,3.96,185.72
2026-05-16 17:55:18,853.85,29.04,4.59,83.16
2026-05-16 17:55:20,693.13,17.41,4.15,113.56
2026-05-16 17:55:22,846.32,29.98,5.96,285.04
2026-05-16 17:55:24,689.99,36.63,1.51,257.5
2026-05-16 17:55:26,772.43,29.49,5.46,348.64
2026-05-16 17:55:28,894.24,41.43,3.71,169.99
2026-05-16 17:55:30,734.58,32.86,5.34,281.32
2026-05-16 17:55:32,728.47,39.34,4.75,248.53
2026-05-16 17:55:34,779.89,24.5,3.1,234.73
2026-05-16 17:55:36,878.92,37.64,5.51,285.47
2026-05-16 17:55:38,810.78,16.93,4.15,118.06
2026-05-16 17:55:40,508.57,20.51,4.16,162.33
2026-05-16 17:55:42,599.25,40.31,3.32,240.65
2026-05-16 17:55:44,613.77,30.9,2.62,258.68
2026-05-16 17:55:46,859.68,34.34,2.56,339.92
2026-05-16 17:55:48,713.82,16.4,5.35,254.87
2026-05-16 17:55:50,785.15,25.52,2.92,189.83
2026-05-16 17:55:52,603.19,24.45,2.7,230.29
2026-05-16 17:55:54,746.59,24.57,3.57,245.1
2026-05-16 17:55:56,808.39,16.27,5.8,165.87
2026-05-16 17:55:58,936.92,19.39,4.62,164.74
2026-05-16 17:56:00,446.07,35.72,1.71,99.19
2026-05-16 17:56:03,467.12,32.88,2.27,143.34
2026-05-16 17:56:05,843.2,36.03,5.59,335.23
2026-05-16 17:56:07,845.31,43.9,2.4,88.93
2026-05-16 17:56:09,752.54,36.57,3.82,292.49
2026-05-16 17:56:11,827.79,41.74,1.62,304.69
2026-05-16 17:56:13,738.24,21.04,2.8,278.63
2026-05-16 17:56:15,548.32,37.65,3.0,202.14
2026-05-16 17:56:17,766.84,18.06,5.78,222.18
2026-05-16 17:56:19,673.94,31.55,3.39,138.51
2026-05-16 17:56:22,614.42,30.45,3.51,211.66
2026-05-16 17:56:24,706.55,22.05,5.24,103.68
2026-05-16 17:56:26,688.6,26.5,3.38,126.27
2026-05-16 17:56:28,663.54,19.56,1.71,138.91
2026-05-16 17:56:30,696.85,24.1,3.88,136.01
2026-05-16 17:56:33,880.23,35.85,5.46,90.42
2026-05-16 17:56:35,503.58,26.97,5.95,254.88
2026-05-16 17:56:37,662.34,34.19,4.47,270.77
2026-05-16 17:56:54,768.64,24.67,3.3,116.05
2026-05-16 17:56:56,615.96,19.84,4.86,91.28
2026-05-16 17:56:58,810.12,22.83,4.8,214.53
2026-05-16 17:57:00,582.85,16.87,5.8,152.55
2026-05-16 17:57:02,591.67,34.86,4.9,319.53
2026-05-16 17:57:04,519.0,20.54,5.39,271.73
2026-05-16 17:57:06,702.01,38.41,3.45,225.82
2026-05-16 17:57:08,922.57,41.92,5.36,92.49
2026-05-16 17:57:10,773.9,36.77,3.91,125.43
2026-05-16 17:57:12,790.56,19.43,4.38,126.49
2026-05-16 17:57:14,596.48,26.19,1.68,291.9
2026-05-16 17:57:16,504.31,31.01,5.2,237.03
2026-05-16 17:57:18,687.65,38.98,4.94,174.32
2026-05-16 17:57:20,836.14,43.19,4.53,64.76
2026-05-16 17:57:22,434.83,16.73,1.89,222.5
2026-05-16 17:57:24,873.17,33.37,4.36,183.23
2026-05-16 17:57:26,868.61,41.28,3.74,312.29
2026-05-16 17:57:28,488.64,18.7,5.32,100.84
2026-05-16 17:57:30,740.77,18.88,3.71,236.3
2026-05-16 17:57:32,472.83,34.6,1.83,261.39
2026-05-16 17:57:34,884.89,24.76,3.96,292.55
2026-05-16 17:57:36,859.68,41.99,4.38,170.6
2026-05-16 17:57:38,405.18,34.4,3.92,111.3
2026-05-16 17:57:40,914.58,32.25,5.61,237.4
2026-05-16 17:57:42,875.36,38.19,1.57,85.24
2026-05-16 17:57:44,447.67,32.04,5.94,186.17
2026-05-16 17:57:46,818.35,28.86,2.72,108.37
2026-05-16 17:57:49,835.65,15.39,5.09,201.33
2026-05-16 17:57:51,414.34,23.18,4.81,303.26
2026-05-16 17:57:53,745.7,40.73,2.75,52.29
2026-05-16 17:57:55,906.92,16.97,4.8,221.43
2026-05-16 17:57:57,794.68,36.1,4.14,65.59
2026-05-16 17:57:59,916.28,33.72,3.6,298.34
2026-05-16 17:58:01,691.34,31.97,2.61,232.47
2026-05-16 17:58:03,613.2,16.3,3.25,102.07
2026-05-16 17:58:05,464.46,43.13,5.39,294.04
2026-05-16 17:58:07,555.83,17.21,5.17,343.04
2026-05-16 17:58:09,665.9,27.98,4.87,239.76
2026-05-16 17:58:11,819.66,34.05,3.8,151.89
2026-05-16 17:58:13,921.96,37.82,4.4,144.08
2026-05-16 17:58:15,603.8,22.23,5.5,221.47
2026-05-16 17:58:17,413.65,20.59,5.45,244.6
2026-05-16 17:58:19,464.72,33.94,2.08,124.6
2026-05-16 17:58:21,808.91,15.93,4.44,299.04
2026-05-16 17:58:23,656.74,41.26,3.07,89.18
2026-05-16 17:58:25,785.55,28.95,4.96,199.86
2026-05-16 17:58:27,596.46,28.62,3.17,251.84
2026-05-16 17:58:29,736.1,35.4,2.44,279.53
2026-05-16 17:58:31,490.46,29.71,5.82,89.23
2026-05-16 17:58:33,685.16,31.21,2.37,260.04
2026-05-16 17:58:35,795.24,25.76,5.94,323.39
2026-05-16 17:58:37,514.92,18.68,5.94,100.93
2026-05-16 17:58:40,620.61,38.8,5.53,143.64
2026-05-16 17:58:42,506.99,23.54,2.5,317.19
2026-05-16 17:58:44,811.68,15.64,3.99,259.0
2026-05-16 17:58:47,459.46,17.97,3.79,55.36
2026-05-16 17:58:49,539.53,16.09,4.01,212.3
2026-05-16 17:58:51,669.57,23.64,5.06,76.99
2026-05-16 17:58:53,627.43,25.12,4.73,300.01
2026-05-16 17:58:55,488.55,29.56,1.61,122.81
2026-05-16 17:58:57,663.29,26.27,5.61,169.61
2026-05-16 17:58:59,428.79,31.48,2.9,212.98
2026-05-16 17:59:01,594.69,41.45,3.75,132.73
2026-05-16 17:59:03,619.52,42.08,1.62,308.19
2026-05-16 17:59:05,457.97,31.78,4.62,256.42
2026-05-16 17:59:07,450.36,15.79,4.04,220.35
2026-05-16 17:59:09,682.97,29.09,5.94,148.99
2026-05-16 17:59:11,651.94,24.31,1.87,325.26
2026-05-16 17:59:13,790.81,40.41,5.49,88.17
2026-05-16 17:59:15,798.68,41.07,2.44,189.85
2026-05-16 17:59:18,499.34,17.27,1.61,257.69
2026-05-16 17:59:20,643.64,20.09,4.8,139.06
2026-05-16 17:59:22,863.45,26.86,1.62,282.6
2026-05-16 17:59:24,930.07,37.84,5.4,267.09
2026-05-16 17:59:26,481.08,41.75,2.97,264.84
2026-05-16 17:59:28,655.39,19.72,3.14,118.11
2026-05-16 17:59:30,908.13,19.85,2.44,268.41
2026-05-16 17:59:32,908.34,26.77,2.35,85.92
2026-05-16 17:59:34,800.63,15.44,2.36,177.24
2026-05-16 17:59:36,930.34,43.72,5.88,315.71
2026-05-16 17:59:38,595.7,43.69,5.92,234.57
2026-05-16 17:59:40,907.74,17.53,2.53,134.73
2026-05-16 17:59:42,558.3,30.51,4.21,66.84
2026-05-16 17:59:44,627.68,20.79,1.61,69.98
2026-05-16 17:59:46,731.6,31.61,5.7,296.68
2026-05-16 17:59:49,537.92,40.86,1.72,66.0
2026-05-16 17:59:51,930.9,44.24,1.94,162.88
2026-05-16 17:59:53,712.36,24.6,2.53,260.15
2026-05-16 17:59:55,469.06,35.16,3.16,289.18
2026-05-16 17:59:57,572.95,31.27,5.52,82.11
2026-05-16 17:59:59,506.12,40.78,3.24,274.23
2026-05-16 18:00:01,578.18,33.34,1.61,163.73
2026-05-16 18:00:03,462.79,34.79,3.58,248.48
2026-05-16 18:00:05,755.33,17.15,5.97,229.87
2026-05-16 18:00:07,706.55,37.46,3.78,251.35
2026-05-16 18:00:09,864.99,31.54,3.95,337.39
2026-05-16 18:00:11,482.68,23.2,5.09,136.69
2026-05-16 18:00:13,504.34,30.12,3.73,186.05
2026-05-16 18:00:15,920.89,35.34,2.69,297.81
2026-05-16 18:00:17,615.24,32.31,3.82,187.99
2026-05-16 18:00:19,468.38,27.53,3.35,117.45
2026-05-16 18:00:21,533.64,24.35,5.4,237.69
2026-05-16 18:00:23,901.57,29.6,1.92,158.02
2026-05-16 18:00:25,598.8,29.36,2.69,89.63
2026-05-16 18:00:27,625.01,43.11,2.89,342.71
2026-05-16 18:00:29,857.89,21.12,3.59,250.69
2026-05-16 18:00:31,614.18,27.04,1.8,50.6
2026-05-16 18:00:33,848.24,33.19,2.54,254.16
2026-05-16 18:00:35,754.33,28.99,4.1,324.86
2026-05-16 18:00:37,876.36,27.73,3.29,280.43
2026-05-16 18:00:39,813.5,19.03,3.91,145.77
2026-05-16 18:00:41,470.01,19.21,3.59,324.09
2026-05-16 18:00:44,644.02,33.48,2.61,152.69
2026-05-16 18:00:46,864.84,34.74,4.39,257.31
2026-05-16 18:00:48,430.84,22.9,3.81,82.64
2026-05-16 18:00:50,641.46,22.02,1.98,204.3
2026-05-16 18:00:52,700.04,39.04,3.18,71.9
2026-05-16 18:00:54,481.4,15.71,5.24,186.61
2026-05-16 18:00:56,407.83,32.72,5.82,84.53
2026-05-16 18:00:58,794.73,34.15,3.77,108.97
2026-05-16 18:01:00,886.23,21.27,4.41,255.16
2026-05-16 18:01:02,438.46,23.72,4.22,63.6
2026-05-16 18:01:04,707.17,19.66,5.82,170.08
2026-05-16 18:01:06,532.16,34.52,4.82,175.03
2026-05-16 18:01:08,665.48,20.47,1.57,182.52
2026-05-16 18:01:10,552.56,17.01,2.83,164.86
2026-05-16 18:01:13,639.11,33.8,1.81,237.39
2026-05-16 18:01:15,886.69,35.84,4.12,265.11
2026-05-16 18:01:17,453.16,36.44,2.6,187.94
2026-05-16 18:01:19,790.2,39.53,4.17,102.39
2026-05-16 18:01:22,549.58,17.18,5.3,131.09
2026-05-16 18:01:24,636.6,21.19,4.19,59.31
2026-05-16 18:01:26,582.49,35.6,2.73,322.39
2026-05-16 18:01:28,401.5,27.68,4.31,87.38
2026-05-16 18:01:30,717.01,21.89,2.75,166.15
2026-05-16 18:01:32,491.85,26.37,1.51,232.98
2026-05-16 18:01:34,814.84,31.38,5.72,250.86
2026-05-16 18:01:36,938.61,44.05,2.08,107.39
2026-05-16 18:01:38,423.81,24.05,4.9,119.3
2026-05-16 18:01:40,841.56,27.37,1.92,114.75
2026-05-16 18:01:42,707.72,26.54,5.74,216.7
2026-05-16 18:01:44,825.62,24.05,3.96,95.92
2026-05-16 18:01:46,424.15,27.05,3.89,198.25
2026-05-16 18:01:49,523.15,34.95,4.47,302.46
2026-05-16 18:01:51,879.59,40.27,4.99,137.91
2026-05-16 18:01:53,832.82,29.89,5.96,333.17
2026-05-16 18:01:55,681.52,37.16,5.32,143.95
2026-05-16 18:01:57,700.53,26.51,3.26,317.76
2026-05-16 18:01:59,583.34,41.17,4.9,319.64
2026-05-16 18:02:01,714.7,22.71,4.72,314.95
2026-05-16 18:02:03,556.58,23.37,3.53,171.76
2026-05-16 18:02:05,602.24,42.66,4.53,138.74
2026-05-16 18:02:07,445.86,26.64,3.69,59.48
2026-05-16 18:02:09,461.81,16.75,5.35,124.16
2026-05-16 18:02:11,728.44,21.38,3.03,291.32
2026-05-16 18:02:13,811.99,36.19,3.31,149.02
2026-05-16 18:02:15,433.56,25.38,1.56,309.63
2026-05-16 18:02:17,576.5,26.13,2.0,147.65
2026-05-16 18:02:19,577.99,28.65,4.99,60.04
2026-05-16 18:02:22,452.16,23.92,2.15,169.64
2026-05-16 18:02:24,717.24,25.87,4.23,178.18
2026-05-16 18:02:26,818.72,22.7,5.76,78.84
2026-05-16 18:02:28,566.1,38.95,2.87,124.27
2026-05-16 18:02:30,705.62,21.3,5.18,202.31
2026-05-16 18:02:32,558.44,16.21,5.28,343.63
2026-05-16 18:02:34,768.41,41.28,3.61,146.27
2026-05-16 18:02:36,931.68,22.2,2.75,221.72
2026-05-16 18:02:38,913.41,43.73,4.39,205.84
